Profile,t_lifeyear,t_numberofdeath
Base,1.419178082,1
Base,2.684931507,1
Base,5.657534247,1
Base,1.783561644,1
Base,7.978082192,1
Base,3.624657534,1
Base,6.501369863,1
Base,13.36712329,1
Base,12.73424658,1
Base,9.493150685,1
Base,11.2,1
Base,1.419178082,1
Base,16.32054795,1
Base,9.454794521,1
Base,1.726027397,1
Base,2.550684932,1
Base,6.098630137,1
Base,3.221917808,1
Base,12.23561644,1
Base,11.04657534,1
Base,3.490410959,1
Base,5.42739726,1
Base,3.336986301,1
Base,0.594520548,1
Base,16.62739726,1
Base,1.22739726,1
Base,8.726027397,1
Base,2.665753425,1
Base,3.509589041,1
Base,2.646575342,1
Base,9.493150685,1
Base,0.44109589,1
Base,15.78356164,1
Base,2.838356164,1
Base,3.279452055,1
Base,16.95342466,1
Base,4.602739726,1
Base,1.917808219,1
Base,5.312328767,1
Base,5.082191781,1
Base,11.08493151,1
Base,2.838356164,1
Base,4.123287671,1
Base,8.687671233,1
Base,3.221917808,1
Base,11.18082192,1
Base,7.17260274,1
Base,10.0109589,1
Base,0.997260274,1
Base,7,1
Base,3.720547945,1
Base,2.147945205,1
Base,2.032876712,1
Base,0.95890411,1
Base,1.4,1
Base,1.495890411,1
Base,5.6,1
Base,12.58082192,1
Base,9.953424658,1
Base,14.42191781,1
Base,6.463013699,1
Base,0.728767123,1
Base,3.873972603,1
Base,2.569863014,1
Base,9.224657534,1
Base,8.073972603,1
Base,12.17808219,1
Base,10.85479452,1
Base,8.035616438,1
Base,4.621917808,1
Base,19.84931507,1
Base,14.76712329,1
Base,0.076712329,1
Base,9.608219178,1
Base,6.693150685,1
Base,15.09315068,1
Base,4.238356164,1
Base,4.37260274,1
Base,5.695890411,1
Base,3.087671233,1
Base,0.997260274,1
Base,8.668493151,1
Base,3.989041096,1
Base,13.75068493,1
Base,2.550684932,1
Base,4.660273973,1
Base,11.58356164,1
Base,8.975342466,1
Base,0.210958904,1
Base,4.621917808,1
Base,14.28767123,1
Base,15.09315068,1
Base,8.438356164,1
Base,0.402739726,1
Base,16.07123288,1
Base,1.380821918,1
Base,1.112328767,1
Base,20.02191781,1
Base,6.923287671,1
Base,8.610958904,1
Base,2.819178082,1
Base,4.123287671,1
Base,9.876712329,1
Base,5.695890411,1
Base,6.443835616,1
Base,25.00821918,1
Base,6.175342466,1
Base,2.263013699,1
Base,7.556164384,1
Base,10.39452055,1
Base,8.476712329,1
Base,5.043835616,1
Base,6.060273973,1
Base,1.936986301,1
Base,0.690410959,1
Base,4.084931507,1
Base,19.61917808,1
Base,15.87945205,1
Base,3.279452055,1
Base,6.673972603,1
Base,13.75068493,1
Base,12.50410959,1
Base,10.50958904,1
Base,32.08493151,1
Base,10.70136986,1
Base,6.38630137,1
Base,2.167123288,1
Base,3.739726027,1
Base,3.202739726,1
Base,2.780821918,1
Base,6.252054795,1
Base,2.684931507,1
Base,13.34794521,1
Base,0.901369863,1
Base,0.920547945,1
Base,7.939726027,1
Base,12.6,1
Base,1.189041096,1
Base,11.77534247,1
Base,5.197260274,1
Base,6.002739726,1
Base,4.37260274,1
Base,3.663013699,1
Base,0.057534247,1
Base,2.378082192,1
Base,2.915068493,1
Base,3.509589041,1
Base,11.33424658,1
Base,2.991780822,1
Base,0.402739726,1
Base,7.632876712,1
Base,29.70684932,1
Base,0.824657534,1
Base,5.657534247,1
Base,20.55890411,1
Base,3.682191781,1
Base,2.320547945,1
Base,1.956164384,1
Base,3.893150685,1
Base,3.509589041,1
Base,5.120547945,1
Base,1.917808219,1
Base,2.915068493,1
Base,9.243835616,1
Base,5.657534247,1
Base,11.87123288,1
Base,3.126027397,1
Base,1.860273973,1
Base,1.994520548,1
Base,5.273972603,1
Base,7.479452055,1
Base,9.62739726,1
Base,4.967123288,1
Base,18.79452055,1
Base,24.96986301,1
Base,23.60821918,1
Base,1.22739726,1
Base,16.01369863,1
Base,0.652054795,1
Base,8.265753425,1
Base,6.079452055,1
Base,4.142465753,1
Base,9.550684932,1
Base,13.09863014,1
Base,6.578082192,1
Base,6.309589041,1
Base,0.287671233,1
Base,6.060273973,1
Base,5.542465753,1
Base,2.819178082,1
Base,0.652054795,1
Base,25.87123288,1
Base,1.284931507,1
Base,1.783561644,1
Base,14.42191781,1
Base,5.945205479,1
Base,30.5890411,1
Base,6.04109589,1
Base,2.531506849,1
Base,8.361643836,1
Base,8.495890411,1
Base,0.517808219,1
Base,1.035616438,1
Base,6.731506849,1
Base,1.84109589,1
Base,14.17260274,1
Base,5.580821918,1
Base,6.769863014,1
Base,3.471232877,1
Base,16.55068493,1
Base,9.684931507,1
Base,6.923287671,1
Base,14.24931507,1
Base,0.517808219,1
Base,13.73150685,1
Base,2.339726027,1
Base,16.53150685,1
Base,13.7890411,1
Base,2.320547945,1
Base,8.630136986,1
Base,2.991780822,1
Base,1.131506849,1
Base,21.15342466,1
Base,20.98082192,1
Base,0.326027397,1
Base,1.783561644,1
Base,4.967123288,1
Base,4.890410959,1
Base,5.043835616,1
Base,15.24657534,1
Base,6.21369863,1
Base,16.28219178,1
Base,0.383561644,1
Base,2.531506849,1
Base,0.709589041,1
Base,12.48493151,1
Base,17.04931507,1
Base,4.909589041,1
Base,0.556164384,1
Base,4.468493151,1
Base,14.59452055,1
Base,23.89589041,1
Base,3.931506849,1
Base,9.569863014,1
Base,1.438356164,1
Base,2.052054795,1
Base,6.194520548,1
Base,5.139726027,1
Base,1.284931507,1
Base,14.3260274,1
Base,2.876712329,1
Base,11.37260274,1
Base,1.016438356,1
Base,0.882191781,1
Base,1.821917808,1
Base,11.83287671,1
Base,0.863013699,1
Base,0.498630137,1
Base,0.230136986,1
Base,8.726027397,1
Base,5.082191781,1
Base,6.693150685,1
Base,0.421917808,1
Base,7.671232877,1
Base,0.076712329,1
Base,16.56986301,1
Base,0.498630137,1
Base,7,1
Base,7.61369863,1
Base,0.843835616,1
Base,1.515068493,1
Base,3.643835616,1
Base,2.665753425,1
Base,1.898630137,1
Base,14.99726027,1
Base,16.07123288,1
Base,12.9260274,1
Base,1.246575342,1
Base,1.016438356,1
Base,9.704109589,1
Base,15.87945205,1
Base,19.67671233,1
Base,5.312328767,1
Base,0.326027397,1
Base,1.591780822,1
Base,3.164383562,1
Base,5.101369863,1
Base,7.038356164,1
Base,3.528767123,1
Base,13.6739726,1
Base,3.164383562,1
Base,11.33424658,1
Base,5.42739726,1
Base,3.471232877,1
Base,5.484931507,1
Base,21.01917808,1
Base,1.265753425,1
Base,10.56712329,1
Base,7.306849315,1
Base,3.260273973,1
Base,4.64109589,1
Base,12.33150685,1
Base,5.178082192,1
Base,1.515068493,1
Base,5.312328767,1
Base,0.191780822,1
Base,14.59452055,1
Base,4.526027397,1
Base,8.189041096,1
Base,3.75890411,1
Base,1.476712329,1
Base,12.6,1
Base,2.531506849,1
Base,14.78630137,1
Base,13.07945205,1
Base,1.169863014,1
Base,6.501369863,1
Base,6.82739726,1
Base,3.049315068,1
Base,6.482191781,1
Base,0.517808219,1
Base,10.9890411,1
Base,16.10958904,1
Base,9.780821918,1
Base,4.046575342,1
Base,13.50136986,1
Base,9.665753425,1
Base,1.457534247,1
Base,3.298630137,1
Base,1.22739726,1
Base,4.02739726,1
Base,10.26027397,1
Base,4.334246575,1
Base,3.58630137,1
Base,5.350684932,1
Base,1.304109589,1
Base,0.364383562,1
Base,0.095890411,1
Base,8.073972603,1
Base,0.536986301,1
Base,1.534246575,1
Base,7.575342466,1
Base,9.071232877,1
Base,6.865753425,1
Base,21.69041096,1
Base,0.421917808,1
Base,3.528767123,1
Base,4.161643836,1
Base,1.668493151,1
Base,3.183561644,1
Base,19.50410959,1
Base,13.11780822,1
Base,4.583561644,1
Base,1.745205479,1
Base,3.605479452,1
Base,1.304109589,1
Base,2.646575342,1
Base,14.67123288,1
Base,1.323287671,1
Base,2.263013699,1
Base,9.320547945,1
Base,5.561643836,1
Base,4.583561644,1
Base,8.879452055,1
Base,3.126027397,1
Base,17.73972603,1
Base,4.564383562,1
Base,24.9890411,1
Base,19.8109589,1
Base,4.928767123,1
Base,5.254794521,1
Base,2.589041096,1
Base,6.38630137,1
Base,0.153424658,1
Base,3.797260274,1
Base,18.33424658,1
Base,12.17808219,1
Base,2.589041096,1
Base,4.065753425,1
Base,8.879452055,1
Base,6.789041096,1
Base,17.83561644,1
Base,1.821917808,1
Base,2.109589041,1
Base,0.61369863,1
Base,12.2739726,1
Base,9.665753425,1
Base,3.835616438,1
Base,4.084931507,1
Base,0.479452055,1
Base,8.515068493,1
Base,2.97260274,1
Base,6.904109589,1
Base,8.668493151,1
Base,4.315068493,1
Base,2.684931507,1
Base,1.035616438,1
Base,4.084931507,1
Base,10.49041096,1
Base,6.539726027,1
Base,13.42465753,1
Base,0.61369863,1
Base,14.07671233,1
Base,1.438356164,1
Base,5.715068493,1
Base,2.8,1
Base,7.134246575,1
Base,20.88493151,1
Base,23.01369863,1
Base,2.531506849,1
Base,3.969863014,1
Base,3.260273973,1
Base,2.435616438,1
Base,4.890410959,1
Base,1.208219178,1
Base,3.931506849,1
Base,10.10684932,1
Base,4.238356164,1
Base,6.04109589,1
Base,4.698630137,1
Base,0.997260274,1
Base,0.364383562,1
Base,0.863013699,1
Base,1.323287671,1
Base,4.276712329,1
Base,2.01369863,1
Base,0.728767123,1
Base,11.67945205,1
Base,2.742465753,1
Base,4.564383562,1
Base,5.254794521,1
Base,7.978082192,1
Base,5.446575342,1
Base,3.106849315,1
Base,1.4,1
Base,8.150684932,1
Base,0.057534247,1
Base,6.520547945,1
Base,17.96986301,1
Base,2.18630137,1
Base,14.26849315,1
Base,0.249315068,1
Base,0.345205479,1
Base,3.969863014,1
Base,0.095890411,1
Base,5.638356164,1
Base,1.879452055,1
Base,3.452054795,1
Base,4.02739726,1
Base,5.734246575,1
Base,15.1890411,1
Base,7.498630137,1
Base,4.679452055,1
Base,1.342465753,1
Base,4.180821918,1
Base,9.052054795,1
Base,2.608219178,1
Base,0.057534247,1
Base,14.5369863,1
Base,2.243835616,1
Base,9.608219178,1
Base,4.947945205,1
Base,6.117808219,1
Base,5.178082192,1
Base,6.367123288,1
Base,2.205479452,1
Base,8.553424658,1
Base,2.761643836,1
Base,1.956164384,1
Base,7.728767123,1
Base,0.153424658,1
Base,0.134246575,1
Base,6.673972603,1
Base,2.704109589,1
Base,2.742465753,1
Base,6.309589041,1
Base,12.9260274,1
Base,5.542465753,1
Base,0.594520548,1
Base,1.936986301,1
Base,2.512328767,1
Base,2.493150685,1
Base,6.463013699,1
Base,5.024657534,1
Base,3.164383562,1
Base,8.534246575,1
Base,4.679452055,1
Base,1.534246575,1
Base,8.131506849,1
Base,8.246575342,1
Base,19.00547945,1
Base,9.473972603,1
Base,1.438356164,1
Base,6.769863014,1
Base,3.739726027,1
Base,9.8,1
Base,2.416438356,1
Base,19.50410959,1
Base,3.912328767,1
Base,11.04657534,1
Base,0.326027397,1
Base,12.46575342,1
Base,12.52328767,1
Base,8.591780822,1
Base,19.00547945,1
Base,1.246575342,1
Base,2.397260274,1
Base,7.671232877,1
Base,2.397260274,1
Base,20.36712329,1
Base,3.260273973,1
Base,4.967123288,1
Base,7.402739726,1
Base,2.320547945,1
Base,6.520547945,1
Base,1.112328767,1
Base,1.534246575,1
Base,0.843835616,1
Base,3.624657534,1
Base,6.021917808,1
Base,4.180821918,1
Base,21.74794521,1
Base,3.778082192,1
Base,2.416438356,1
Base,3.682191781,1
Base,1.150684932,1
Base,9.416438356,1
Base,10.31780822,1
Base,4.679452055,1
Base,3.58630137,1
Base,2.205479452,1
Base,12.71506849,1
Base,12.9260274,1
Base,2.454794521,1
Base,6.117808219,1
Base,9.608219178,1
Base,10.35616438,1
Base,5.178082192,1
Base,0.863013699,1
Base,2.128767123,1
Base,1.419178082,1
Base,0.824657534,1
Base,1.649315068,1
Base,2.646575342,1
Base,0.17260274,1
Base,4.084931507,1
Base,9.493150685,1
Base,1.035616438,1
Base,3.394520548,1
Base,9.454794521,1
Base,15.15068493,1
Base,1.495890411,1
Base,6.21369863,1
Base,3.010958904,1
Base,16.07123288,1
Base,9.723287671,1
Base,2.665753425,1
Base,6.731506849,1
Base,4.64109589,1
Base,1.553424658,1
Base,5.6,1
Base,2.876712329,1
Base,4.947945205,1
Base,4.621917808,1
Base,10.96986301,1
Base,5.542465753,1
Base,0.421917808,1
Base,11.43013699,1
Base,11.14246575,1
Base,1.016438356,1
Base,3.202739726,1
Base,2.052054795,1
Base,10.08767123,1
Base,5.043835616,1
Base,10.56712329,1
Base,3.394520548,1
Base,4.257534247,1
Base,0.153424658,1
Base,0.517808219,1
Base,1.975342466,1
Base,16.05205479,1
Base,0.306849315,1
Base,3.41369863,1
Base,9.282191781,1
Base,5.369863014,1
Base,4.104109589,1
Base,0.268493151,1
Base,1.284931507,1
Base,7.978082192,1
Base,0.747945205,1
Base,2.608219178,1
Base,2.953424658,1
Base,1.879452055,1
Base,4.334246575,1
Base,0.517808219,1
Base,4.046575342,1
Base,0.057534247,1
Base,10.72054795,1
Base,2.35890411,1
Base,4.967123288,1
Base,5.15890411,1
Base,5.926027397,1
Base,5.42739726,1
Base,1.342465753,1
Base,24.49041096,1
Base,0.44109589,1
Base,22.80273973,1
Base,2.991780822,1
Base,0.78630137,1
Base,3.720547945,1
Base,0.805479452,1
Base,3.24109589,1
Base,20.04109589,1
Base,0.115068493,1
Base,1.687671233,1
Base,9.397260274,1
Base,0.671232877,1
Base,9.071232877,1
Base,10.20273973,1
Base,2.205479452,1
Base,8.821917808,1
Base,1.4,1
Base,3.202739726,1
Base,1.956164384,1
Base,14.23013699,1
Base,14,1
Base,3.41369863,1
Base,9.895890411,1
Base,19.15890411,1
Base,10.31780822,1
Base,0.460273973,1
Base,6.252054795,1
Base,2.032876712,1
Base,0.038356164,1
Base,10.37534247,1
Base,2.838356164,1
Base,2.167123288,1
Base,4.852054795,1
Base,7.019178082,1
Base,9.378082192,1
Base,8.860273973,1
Base,2.646575342,1
Base,1.630136986,1
Base,7.345205479,1
Base,0.134246575,1
Base,17.47123288,1
Base,2.282191781,1
Base,8.208219178,1
Base,4.698630137,1
Base,17.95068493,1
Base,6.443835616,1
Base,6.156164384,1
Base,3.816438356,1
Base,1.726027397,1
Base,26.25479452,1
Base,5.753424658,1
Base,6.021917808,1
Base,4.602739726,1
Base,14.97808219,1
Base,8.649315068,1
Base,1.764383562,1
Base,4.391780822,1
Base,6.769863014,1
Base,8.726027397,1
Base,11.71780822,1
Base,2.032876712,1
Base,10.6630137,1
Base,0.709589041,1
Base,7.115068493,1
Base,2.224657534,1
Base,4.295890411,1
Base,5.446575342,1
Base,2.665753425,1
Base,2.109589041,1
Base,1.016438356,1
Base,17.04931507,1
Base,0.690410959,1
Base,9.895890411,1
Base,2.071232877,1
Base,3.701369863,1
Base,8.610958904,1
Base,6.424657534,1
Base,8.495890411,1
Base,3.567123288,1
Base,1.246575342,1
Base,2.704109589,1
Base,1.112328767,1
Base,11.18082192,1
Base,12.58082192,1
Base,1.553424658,1
Base,1.246575342,1
Base,4.353424658,1
Base,11.83287671,1
Base,2.608219178,1
Base,6.367123288,1
Base,1.22739726,1
Base,6.904109589,1
Base,3.202739726,1
Base,0.44109589,1
Base,3.260273973,1
Base,2.167123288,1
Base,1.553424658,1
Base,14.30684932,1
Base,9.684931507,1
Base,7.690410959,1
Base,2.35890411,1
Base,15.11232877,1
Base,1.150684932,1
Base,25.75616438,1
Base,4.295890411,1
Base,4.391780822,1
Base,7,1
Base,6.482191781,1
Base,13.73150685,1
Base,3.75890411,1
Base,4.295890411,1
Base,21.99726027,1
Base,7.038356164,1
Base,3.643835616,1
Base,1.515068493,1
Base,1.745205479,1
Base,1.495890411,1
Base,5.561643836,1
Base,6.923287671,1
Base,1.476712329,1
Base,1.630136986,1
Base,3.835616438,1
Base,35.70958904,1
Base,1.438356164,1
Base,1.361643836,1
Base,6.654794521,1
Base,4.871232877,1
Base,5.15890411,1
Base,8.22739726,1
Base,6.635616438,1
Base,18.18082192,1
Base,15.15068493,1
Base,2.953424658,1
Base,1.879452055,1
Base,4.123287671,1
Base,0.153424658,1
Base,8.131506849,1
Base,27.29041096,1
Base,0.326027397,1
Base,1.591780822,1
Base,8.534246575,1
Base,13.50136986,1
Base,17.54794521,1
Base,2.62739726,1
Base,0.709589041,1
Base,12.61917808,1
Base,7.78630137,1
Base,0.191780822,1
Base,2.761643836,1
Base,21.72876712,1
Base,1.4,1
Base,6.04109589,1
Base,7.594520548,1
Base,0.230136986,1
Base,5.676712329,1
Base,1.093150685,1
Base,1.591780822,1
Base,3.030136986,1
Base,4.679452055,1
Base,12.61917808,1
Base,15.4,1
Base,25.64109589,1
Base,4.257534247,1
Base,9.416438356,1
Base,5.465753425,1
Base,3.41369863,1
Base,0.671232877,1
Base,17.72054795,1
Base,8.016438356,1
Base,6.501369863,1
Base,17.93150685,1
Base,2.416438356,1
Base,0.383561644,1
Base,2.895890411,1
Base,2.953424658,1
Base,9.493150685,1
Base,7.78630137,1
Base,10.72054795,1
Base,6.482191781,1
Base,2.320547945,1
Base,2.128767123,1
Base,10.26027397,1
Base,13.76986301,1
Base,3.279452055,1
Base,7.978082192,1
Base,2.243835616,1
Base,0.421917808,1
Base,5.945205479,1
Base,1.898630137,1
Base,3.164383562,1
Base,7.863013699,1
Base,21.76712329,1
Base,4.794520548,1
Base,3.797260274,1
Base,7.690410959,1
Base,0.326027397,1
Base,4.928767123,1
Base,3.432876712,1
Base,11.12328767,1
Base,0.78630137,1
Base,2.512328767,1
Base,3.375342466,1
Base,2.895890411,1
Base,3.547945205,1
Base,1.802739726,1
Base,2.071232877,1
Base,1.879452055,1
Base,3.950684932,1
Base,12.21643836,1
Base,8.534246575,1
Base,9.052054795,1
Base,4.2,1
Base,0.594520548,1
Base,11.14246575,1
Base,9.435616438,1
Base,2.493150685,1
Base,5.389041096,1
Base,0.920547945,1
Base,14.88219178,1
Base,1.630136986,1
Base,5.043835616,1
Base,4.545205479,1
Base,2.18630137,1
Base,10.08767123,1
Base,8.150684932,1
Base,16.14794521,1
Base,0.556164384,1
Base,9.032876712,1
Base,8.495890411,1
Base,1.304109589,1
Base,2.838356164,1
Base,1.131506849,1
Base,1.802739726,1
Base,3.720547945,1
Base,6.290410959,1
Base,1.169863014,1
Base,3.989041096,1
Base,8.073972603,1
Base,1.84109589,1
Base,2.761643836,1
Base,4.583561644,1
Base,3.087671233,1
Base,5.964383562,1
Base,9.761643836,1
